record,subsystem,category,on_css,in_profile,in_baseline,css_fields,css_screens,profile_device,profile_dotted,classname,read_only
XF:12IDC-BI{Cam:SAM}image1:NDArrayAddress,prosilica,profile_only,0,1,0,,,OAV,image.nd_array_address,EpicsSignalWithRBV,RW
XF:12IDC-BI{Cam:SAM}image1:NDArrayPort,prosilica,profile_only,0,1,0,,,OAV,image.nd_array_port,EpicsSignalWithRBV,RW
XF:12IDC-BI{Cam:SAM}image1:NDAttributesFile,prosilica,profile_only,0,1,0,,,OAV,image.nd_attributes_file,EpicsSignal,RW
XF:12IDC-BI{Cam:SAM}image1:NDimensions_RBV,prosilica,profile_only,0,1,0,,,OAV,image.ndimensions,EpicsSignalRO,RO
XF:12IDC-BI{Cam:SAM}image1:PluginType_RBV,prosilica,profile_only,0,1,0,,,OAV,image.plugin_type,EpicsSignalRO,RO
XF:12IDC-BI{Cam:SAM}image1:PoolAllocBuffers,prosilica,profile_only,0,1,0,,,OAV,image.pool_alloc_buffers,EpicsSignalRO,RO
XF:12IDC-BI{Cam:SAM}image1:PoolFreeBuffers,prosilica,profile_only,0,1,0,,,OAV,image.pool_free_buffers,EpicsSignalRO,RO
XF:12IDC-BI{Cam:SAM}image1:PoolMaxBuffers,prosilica,profile_only,0,1,0,,,OAV,image.pool_max_buffers,EpicsSignalRO,RO
XF:12IDC-BI{Cam:SAM}image1:PoolMaxMem,prosilica,profile_only,0,1,0,,,OAV,image.pool_max_mem,EpicsSignalRO,RO
XF:12IDC-BI{Cam:SAM}image1:PoolUsedBuffers,prosilica,profile_only,0,1,0,,,OAV,image.pool_used_buffers,EpicsSignalRO,RO
XF:12IDC-BI{Cam:SAM}image1:PoolUsedMem,prosilica,profile_only,0,1,0,,,OAV,image.pool_used_mem,EpicsSignalRO,RO
XF:12IDC-BI{Cam:SAM}image1:PortName_RBV,prosilica,profile_only,0,1,0,,,OAV,image.port_name,EpicsSignalRO,RO
XF:12IDC-BI{Cam:SAM}image1:QueueFree,prosilica,profile_only,0,1,0,,,OAV,image.queue_free,EpicsSignal,RW
XF:12IDC-BI{Cam:SAM}image1:QueueFreeLow,prosilica,profile_only,0,1,0,,,OAV,image.queue_free_low,EpicsSignal,RW
XF:12IDC-BI{Cam:SAM}image1:QueueSize,prosilica,profile_only,0,1,0,,,OAV,image.queue_size,EpicsSignal,RW
XF:12IDC-BI{Cam:SAM}image1:QueueUse,prosilica,profile_only,0,1,0,,,OAV,image.queue_use,EpicsSignal,RW
XF:12IDC-BI{Cam:SAM}image1:QueueUseHIGH,prosilica,profile_only,0,1,0,,,OAV,image.queue_use_high,EpicsSignal,RW
XF:12IDC-BI{Cam:SAM}image1:QueueUseHIHI,prosilica,profile_only,0,1,0,,,OAV,image.queue_use_hihi,EpicsSignal,RW
XF:12IDC-BI{Cam:SAM}image1:TimeStamp_RBV,prosilica,profile_only,0,1,0,,,OAV,image.time_stamp,EpicsSignalRO,RO
XF:12IDC-BI{Cam:SAM}image1:UniqueId_RBV,prosilica,profile_only,0,1,0,,,OAV,image.unique_id,EpicsSignalRO,RO
XF:12IDC-CT{IOC:HEX}:ACCESS,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:APP_DIR1,ct,css_only,1,0,0,,common/ct/ioc_single_line.bob common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:CA_CLNT_CNT,ct,css_only,1,0,0,HIGH HIHI,common/ct/ioc_stats_limits.opi common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:CA_CONN_CNT,ct,css_only,1,0,0,HIGH HIHI,common/ct/ioc_stats_limits.opi common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:CPU_CNT,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:ENGINEER,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:EPICS_VERS,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:FD_FREE,ct,css_only,1,0,0,LOLO LOW,common/ct/ioc_stats_limits.opi common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:FD_MAX,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:HEARTBEAT,ct,css_only,1,0,0,,common/ct/ioc_single_line.bob common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:HOSTNAME,ct,css_only,1,0,0,,common/ct/ioc_single_line.bob common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:IOC_CPU_LOAD,ct,css_only,1,0,0,HIGH HIHI,common/ct/ioc_stats_limits.opi common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:KERNEL_VERS,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:LOCATION,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:MEM_FREE,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:MEM_MAX,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:MEM_USED,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:READACF,ct,css_only,1,0,0,,common/ct/ioc_single_line.bob common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:RECORD_CNT,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:STARTTOD,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:ST_SCRIPT1,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:SUSP_TASK_CNT,ct,css_only,1,0,0,HIHI,common/ct/ioc_stats_limits.opi common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:SYS_CPU_LOAD,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:SysReset,ct,css_only,1,0,0,,common/ct/ioc_single_line.bob common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:TOD,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-CT{IOC:HEX}:UPTIME,ct,css_only,1,0,0,,common/ct/ioc_stats_soft.bob,,,,
XF:12IDC-ES:2:ACT0:CLC_AMPL,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CLC_DC,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CLC_FREQ,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:ACTOR,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:AMPL,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:AUTO_RESET,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:CONT_BCK,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:CONT_FWD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:DC,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:ENABLE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:EOT,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:FREQ,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:QUAD_IN_MODE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:QUAD_IN_PRD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:QUAD_OUT_CLK,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:QUAD_OUT_MODE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:QUAD_OUT_PRD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:RANGE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:REF_UPDATE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:RESET,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:STEP_BCK,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:STEP_FWD,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:STOP,op,profile_not_baseline,1,1,0,,12id/op/motor/attocube/eccStepModule.opi,bdm,th.stop_signal,EpicsSignal,RW
XF:12IDC-ES:2:ACT0:CMD:TARGET,op,profile_not_baseline,1,1,0,,12id/op/motor/attocube/eccStepModule.opi,bdm,th.setpoint,EpicsSignal,RW
XF:12IDC-ES:2:ACT0:CMD:TRG_MODE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:TWKAMT,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:TWKNEG,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:CMD:TWKPOS,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT0:POSITION,op,profile_not_baseline,1,1,0,,12id/op/motor/attocube/eccStepModule.opi,bdm,th.readback,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT0:QUAD_IN_PRD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:QUAD_OUT_CLOCK,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:QUAD_OUT_PRD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:RANGE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:RD_INRANGE,manipulators,profile_only,0,1,0,,,bdm,th.in_range,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT0:RD_MOVING,manipulators,profile_only,0,1,0,,,bdm,th.moving_flag,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT0:REF_POSITION,op,profile_not_baseline,1,1,0,,12id/op/motor/attocube/eccStepModule.opi,bdm,th.ref_position,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT0:ST_CONNECT,manipulators,profile_only,0,1,0,,,bdm,th.st_connect,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT0:ST_ENABLED,manipulators,profile_only,0,1,0,,,bdm,th.st_enabled,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT0:ST_EOT_BWD,manipulators,profile_only,0,1,0,,,bdm,th.st_eot_bwd,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT0:ST_EOT_FWD,manipulators,profile_only,0,1,0,,,bdm,th.st_eot_fwd,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT0:ST_ERROR,manipulators,profile_only,0,1,0,,,bdm,th.st_error,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT0:ST_INRANGE,manipulators,profile_only,0,1,0,,,bdm,th.st_in_range,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT0:ST_NAME,op,css_only,1,0,0,VALA,12id/op/motor/attocube/eccStepModule.opi 12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT0:UNIT,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:CLC_AMPL,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CLC_DC,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CLC_FREQ,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:ACTOR,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:AMPL,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:AUTO_RESET,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:CONT_BCK,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:CONT_FWD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:DC,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:ENABLE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:EOT,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:FREQ,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:QUAD_IN_MODE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:QUAD_IN_PRD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:QUAD_OUT_CLK,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:QUAD_OUT_MODE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:QUAD_OUT_PRD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:RANGE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:REF_UPDATE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:RESET,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:STEP_BCK,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:STEP_FWD,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:STOP,op,profile_not_baseline,1,1,0,,12id/op/motor/attocube/eccStepModule.opi,bdm,y.stop_signal,EpicsSignal,RW
XF:12IDC-ES:2:ACT1:CMD:TARGET,op,profile_not_baseline,1,1,0,,12id/op/motor/attocube/eccStepModule.opi,bdm,y.setpoint,EpicsSignal,RW
XF:12IDC-ES:2:ACT1:CMD:TRG_MODE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:TWKAMT,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:TWKNEG,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:CMD:TWKPOS,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT1:POSITION,op,profile_not_baseline,1,1,0,,12id/op/motor/attocube/eccStepModule.opi,bdm,y.readback,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT1:QUAD_IN_PRD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:QUAD_OUT_CLOCK,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:QUAD_OUT_PRD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:RANGE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:RD_INRANGE,manipulators,profile_only,0,1,0,,,bdm,y.in_range,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT1:RD_MOVING,manipulators,profile_only,0,1,0,,,bdm,y.moving_flag,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT1:REF_POSITION,op,profile_not_baseline,1,1,0,,12id/op/motor/attocube/eccStepModule.opi,bdm,y.ref_position,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT1:ST_CONNECT,manipulators,profile_only,0,1,0,,,bdm,y.st_connect,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT1:ST_ENABLED,manipulators,profile_only,0,1,0,,,bdm,y.st_enabled,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT1:ST_EOT_BWD,manipulators,profile_only,0,1,0,,,bdm,y.st_eot_bwd,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT1:ST_EOT_FWD,manipulators,profile_only,0,1,0,,,bdm,y.st_eot_fwd,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT1:ST_ERROR,manipulators,profile_only,0,1,0,,,bdm,y.st_error,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT1:ST_INRANGE,manipulators,profile_only,0,1,0,,,bdm,y.st_in_range,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT1:ST_NAME,op,css_only,1,0,0,VALA,12id/op/motor/attocube/eccStepModule.opi 12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT1:UNIT,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:CLC_AMPL,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CLC_DC,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CLC_FREQ,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:ACTOR,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:AMPL,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:AUTO_RESET,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:CONT_BCK,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:CONT_FWD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:DC,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:ENABLE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:EOT,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:FREQ,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:QUAD_IN_MODE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:QUAD_IN_PRD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:QUAD_OUT_CLK,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:QUAD_OUT_MODE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:QUAD_OUT_PRD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:RANGE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:REF_UPDATE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:RESET,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:STEP_BCK,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:STEP_FWD,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:STOP,op,profile_not_baseline,1,1,0,,12id/op/motor/attocube/eccStepModule.opi,bdm,x.stop_signal,EpicsSignal,RW
XF:12IDC-ES:2:ACT2:CMD:TARGET,op,profile_not_baseline,1,1,0,,12id/op/motor/attocube/eccStepModule.opi,bdm,x.setpoint,EpicsSignal,RW
XF:12IDC-ES:2:ACT2:CMD:TRG_MODE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:TWKAMT,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:TWKNEG,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:CMD:TWKPOS,op,css_only,1,0,0,PROC,12id/op/motor/attocube/eccStepModule.opi,,,,
XF:12IDC-ES:2:ACT2:POSITION,op,profile_not_baseline,1,1,0,,12id/op/motor/attocube/eccStepModule.opi,bdm,x.readback,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT2:QUAD_IN_PRD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:QUAD_OUT_CLOCK,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:QUAD_OUT_PRD,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:RANGE,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:RD_INRANGE,manipulators,profile_only,0,1,0,,,bdm,x.in_range,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT2:RD_MOVING,manipulators,profile_only,0,1,0,,,bdm,x.moving_flag,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT2:REF_POSITION,op,profile_not_baseline,1,1,0,,12id/op/motor/attocube/eccStepModule.opi,bdm,x.ref_position,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT2:ST_CONNECT,manipulators,profile_only,0,1,0,,,bdm,x.st_connect,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT2:ST_ENABLED,manipulators,profile_only,0,1,0,,,bdm,x.st_enabled,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT2:ST_EOT_BWD,manipulators,profile_only,0,1,0,,,bdm,x.st_eot_bwd,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT2:ST_EOT_FWD,manipulators,profile_only,0,1,0,,,bdm,x.st_eot_fwd,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT2:ST_ERROR,manipulators,profile_only,0,1,0,,,bdm,x.st_error,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT2:ST_INRANGE,manipulators,profile_only,0,1,0,,,bdm,x.st_in_range,EpicsSignalRO,RO
XF:12IDC-ES:2:ACT2:ST_NAME,op,css_only,1,0,0,VALA,12id/op/motor/attocube/eccStepModule.opi 12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:ACT2:UNIT,op,css_only,1,0,0,,12id/op/motor/attocube/eccStepModuleAdvanced.opi,,,,
XF:12IDC-ES:2:CALC:FIRMDAY,op,css_only,1,0,0,,12id/op/motor/attocube/eccController.opi,,,,
XF:12IDC-ES:2:CALC:FIRMMONTH,op,css_only,1,0,0,,12id/op/motor/attocube/eccController.opi,,,,
XF:12IDC-ES:2:CALC:FIRMYEAR,op,css_only,1,0,0,,12id/op/motor/attocube/eccController.opi,,,,
XF:12IDC-ES:2:CMD:FLASH,op,css_only,1,0,0,,12id/op/motor/attocube/eccController.opi,,,,
XF:12IDC-ES:2allstop,op,css_only,1,0,0,VAL,common/motor/motorx_more_pmac.bob,,,,
XF:12IDC-ES:2{BS:SAXS-Ax:IBB}Abort:Home-Cmd,mana,css_only,1,0,0,PROC,common/autohome.bob common/motor/autohome.bob common/motor/motor_home.bob,,,,
XF:12IDC-ES:2{BS:SAXS-Ax:IBB}Cmd:Kill-Cmd,mana,css_only,1,0,0,PROC,common/motor/motor_drive.bob common/motor/motorx_help_pmac.bob common/motor/motorx_more_pmac.bob common/motor/motorx_pmac.bob common/motor/motorx_tiny_pmac.bob,,,,
XF:12IDC-ES:2{BS:SAXS-Ax:IBB}Mode:PostHome-Sel,mana,css_only,1,0,0,,common/motor/autohome.bob common/motor/motor_home.bob,,,,
